id,lat,lon,demanda_kg
1,8.873176025532315, -79.7256154633073,60
2,8.8737080568609, -79.72533284859422,60
3,8.873747396657967, -79.72492375700847,60
4,8.872380104060777, -79.72631864613932,60
5, 8.872422647227255, -79.72592092806215,60
